onset,offset,midi_number,pitch_name,duration,staff,measure,beat_in_measure, instrument,tie_type,mode,select_time
255.0,257.0,79,G5,2.0,0,86,1.0,oboe2,None,note,0
257.0,257.5,76,E5,0.5,0,86,3.0,oboe2,None,note,0
257.5,258.0,72,C5,0.5,0,86,3.5,oboe2,None,note,0
258.0,259.0,67,G4,1.0,0,87,1.0,oboe2,None,note,0
259.0,260.0,79,G5,1.0,0,87,2.0,oboe2,None,note,0
260.0,261.0,78,F#5,1.0,0,87,3.0,oboe2,None,note,0
261.0,262.0,77,F5,1.0,0,88,1.0,oboe2,None,note,0
262.0,263.0,76,E5,1.0,0,88,2.0,oboe2,None,note,0
263.0,264.0,74,D5,1.0,0,88,3.0,oboe2,None,note,0
264.0,266.0,72,C5,2.0,0,89,1.0,oboe2,None,note,0
266.0,266.5,74,D5,0.5,0,89,3.0,oboe2,None,note,0
266.5,266.75,72,C5,0.25,0,89,3.5,oboe2,None,note,0
266.75,267.0,74,D5,0.25,0,89,3.75,oboe2,None,note,0
267.0,268.0,76,E5,1.0,0,90,1.0,oboe2,None,note,0
268.0,269.0,77,F5,1.0,0,90,2.0,oboe2,None,note,0
269.0,270.0,79,G5,1.0,0,90,3.0,oboe2,None,note,0
270.0,272.0,81,A5,2.0,0,91,1.0,oboe2,None,note,0
272.0,273.0,80,G#5,1.0,0,91,3.0,oboe2,None,note,0
